retailer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
RTL3135,913,1,884.3,1,1,1,111,At Risk
RTL3137,457,2,3129624.12,2,3,5,235,At Risk
RTL3138,318,3,27046.15,3,4,5,345,Others
RTL3139,363,1,11165.9,2,1,4,214,At Risk
RTL3140,291,6,14173.619999999999,3,5,4,354,Others
RTL3141,612,2,10193.84,1,3,3,133,At Risk
RTL3142,546,4,795659.35,2,5,5,255,At Risk
RTL3143,83,2,1482862.36,5,3,5,535,Recent Customer
RTL3144,521,2,34438.79,2,3,5,235,At Risk
RTL3145,129,1,1529.08,4,1,1,411,Recent Customer
RTL3146,345,2,3136.86,2,3,2,232,At Risk
RTL3148,64,5,22364.14,5,5,5,555,Champion
RTL3149,897,1,2208.6,1,1,1,111,At Risk
RTL3150,89,1,2345.25,4,1,1,411,Recent Customer
RTL3151,114,4,17402.420000000002,4,5,4,454,Loyal Customer
RTL3153,705,1,4045.86,1,1,2,112,At Risk
RTL3154,280,2,5268.62,3,3,2,332,Others
RTL3155,52,4,4522.24,5,5,2,552,Loyal Customer
RTL3156,195,4,2433.61,3,5,2,352,Others
RTL3157,210,1,5322.53,3,1,2,312,Others
RTL3158,675,1,8129.68,1,1,3,113,At Risk
RTL3159,6,3,12235.220000000001,5,4,4,544,Loyal Customer
RTL3160,173,6,176506.3,4,5,5,455,Loyal Customer
RTL3161,474,2,947.19,2,3,1,231,At Risk
RTL3162,32,3,80496.74,5,4,5,545,Loyal Customer
RTL3163,430,2,15710.199999999999,2,3,4,234,At Risk
RTL3164,42,4,15083.98,5,5,4,554,Loyal Customer
RTL3165,159,2,5273.139999999999,4,3,2,432,Recent Customer
RTL3166,534,2,3782.24,2,3,2,232,At Risk
RTL3167,331,4,7435.46,3,5,3,353,Others
RTL3168,281,2,222.64999999999998,3,3,1,331,Others
RTL3169,671,1,3171.86,1,1,2,112,At Risk
RTL3170,857,1,1771.94,1,1,1,111,At Risk
RTL3171,595,2,5061.46,1,3,2,132,At Risk
RTL3172,180,4,9539.16,4,5,3,453,Loyal Customer
RTL3173,320,2,4774.42,3,3,2,332,Others
RTL3174,403,3,32563.15,2,4,5,245,At Risk
RTL3175,798,2,459.96000000000004,1,3,1,131,At Risk
RTL3176,299,3,24498.480000000003,3,4,5,345,Others
RTL3177,102,4,13503.64,4,5,4,454,Loyal Customer
RTL3178,465,1,770.17,2,1,1,211,At Risk
RTL3179,317,3,11154.53,3,4,4,344,Others
RTL3180,153,2,3055.5,4,3,2,432,Recent Customer
RTL3181,612,3,2011.98,1,4,1,141,At Risk
RTL3182,103,1,5058.13,4,1,2,412,Recent Customer
RTL3183,421,3,15848.14,2,4,4,244,At Risk
RTL3184,290,3,3317.0,3,4,2,342,Others
RTL3185,398,2,30982.9,2,3,5,235,At Risk
RTL3186,724,1,4671.87,1,1,2,112,At Risk
RTL3187,893,1,4341.5,1,1,2,112,At Risk
RTL3188,214,3,9197.53,3,4,3,343,Others
RTL3189,550,3,4862.6,2,4,2,242,At Risk
RTL3190,83,7,5485.23,5,5,2,552,Loyal Customer
RTL3191,163,2,2340.0499999999997,4,3,1,431,Recent Customer
RTL3192,70,3,13569.619999999999,5,4,4,544,Loyal Customer
RTL3193,672,2,6789.82,1,3,3,133,At Risk
RTL3194,173,3,4990.41,4,4,2,442,Loyal Customer
RTL3195,461,2,545.79,2,3,1,231,At Risk
RTL3196,29,3,2157082.66,5,4,5,545,Loyal Customer
RTL3197,165,2,5034.09,4,3,2,432,Recent Customer
RTL3199,724,2,1189575.0,1,3,5,135,At Risk
RTL3200,137,3,12328.95,4,4,4,444,Loyal Customer
RTL3202,80,1,5544.34,5,1,2,512,Recent Customer
RTL3204,154,5,33710.42,4,5,5,455,Loyal Customer
RTL3205,7,6,2919.79,5,5,2,552,Loyal Customer
RTL3206,689,1,683.92,1,1,1,111,At Risk
RTL3207,460,3,16512.84,2,4,4,244,At Risk
RTL3208,134,2,9446.19,4,3,3,433,Recent Customer
RTL3209,41,2,7713.07,5,3,3,533,Recent Customer
RTL3210,155,5,5820.84,4,5,2,452,Loyal Customer
RTL3211,541,2,21712.11,2,3,5,235,At Risk
RTL3212,170,3,5877.42,4,4,2,442,Loyal Customer
RTL3214,798,1,5734.51,1,1,2,112,At Risk
RTL3215,364,4,20574.62,2,5,5,255,At Risk
RTL3216,12,2,1010.3199999999999,5,3,1,531,Recent Customer
RTL3218,425,2,5724.84,2,3,2,232,At Risk
RTL3220,611,2,1572.2399999999998,1,3,1,131,At Risk
RTL3221,977,1,978.63,1,1,1,111,At Risk
RTL3223,132,4,10222.779999999999,4,5,3,453,Loyal Customer
RTL3224,523,1,1242.0,2,1,1,211,At Risk
RTL3225,198,3,748410.31,3,4,5,345,Others
RTL3226,579,2,4232.48,1,3,2,132,At Risk
RTL3227,628,2,6825.7,1,3,3,133,At Risk
RTL3228,133,1,2421.47,4,1,2,412,Recent Customer
RTL3230,32,2,72299570.35,5,3,5,535,Recent Customer
RTL3232,139,2,17033.75,4,3,4,434,Recent Customer
RTL3233,330,2,5333.93,3,3,2,332,Others
RTL3234,316,2,4284.25,3,3,2,332,Others
RTL3235,736,2,9951.23,1,3,3,133,At Risk
RTL3236,33,3,15949.970000000001,5,4,4,544,Loyal Customer
RTL3237,321,4,3854.2200000000003,3,5,2,352,Others
RTL3238,929,1,105.7,1,1,1,111,At Risk
RTL3239,653,3,3111.2000000000003,1,4,2,142,At Risk
RTL3240,508,2,9627.130000000001,2,3,3,233,At Risk
RTL3241,239,1,1373.35,3,1,1,311,Others
RTL3242,1015,1,1401.12,1,1,1,111,At Risk
RTL3243,119,4,7703.219999999999,4,5,3,453,Loyal Customer
RTL3244,186,3,4602.29,4,4,2,442,Loyal Customer
RTL3245,854,1,4396.64,1,1,2,112,At Risk
RTL3246,877,1,124.57,1,1,1,111,At Risk
RTL3247,127,3,15328.130000000001,4,4,4,444,Loyal Customer
RTL3248,351,1,273.78,2,1,1,211,At Risk
RTL3249,209,3,14319.01,3,4,4,344,Others
RTL3250,784,1,126.23,1,1,1,111,At Risk
RTL3251,190,2,13945.900000000001,4,3,4,434,Recent Customer
RTL3252,327,1,1556.83,3,1,1,311,Others
RTL3254,130,2,7447.870000000001,4,3,3,433,Recent Customer
RTL3255,436,2,3003.48,2,3,2,232,At Risk
RTL3256,854,1,3866.22,1,1,2,112,At Risk
RTL3257,124,3,6707.650000000001,4,4,3,443,Loyal Customer
RTL3258,389,5,26630.420000000002,2,5,5,255,At Risk
RTL3259,274,3,10618.79,3,4,3,343,Others
RTL3260,367,2,5256.3099999999995,2,3,2,232,At Risk
RTL3261,39,3,1958.61,5,4,1,541,Loyal Customer
RTL3262,466,1,3029.76,2,1,2,212,At Risk
RTL3263,237,3,9741.4,3,4,3,343,Others
RTL3264,138,1,1139.89,4,1,1,411,Recent Customer
RTL3265,489,4,25539.7,2,5,5,255,At Risk
RTL3266,765,2,3216.93,1,3,2,132,At Risk
RTL3267,398,2,6328.5,2,3,3,233,At Risk
RTL3268,259,2,11109.039999999999,3,3,4,334,Others
RTL3269,775,1,7973.25,1,1,3,113,At Risk
RTL3271,237,1,8672.02,3,1,3,313,Others
RTL3272,226,1,50.58,3,1,1,311,Others
RTL3273,172,1,588.54,4,1,1,411,Recent Customer
RTL3274,37,4,20166.43,5,5,5,555,Champion
RTL3275,446,3,11591.32,2,4,4,244,At Risk
RTL3276,258,2,9531.8,3,3,3,333,Others
RTL3277,20,2,12705.35,5,3,4,534,Recent Customer
RTL3278,952,1,310154.0,1,1,5,115,At Risk
RTL3279,435,3,2504778.11,2,4,5,245,At Risk
RTL3280,343,3,10884.13,2,4,3,243,At Risk
RTL3281,816,1,7399.04,1,1,3,113,At Risk
RTL3282,405,2,3722.37,2,3,2,232,At Risk
RTL3283,58,1,9311.0,5,1,3,513,Recent Customer
RTL3284,67,6,5891.28,5,5,2,552,Loyal Customer
RTL3285,641,1,178.01,1,1,1,111,At Risk
RTL3287,344,2,3879.16,2,3,2,232,At Risk
RTL3288,252,2,7257.03,3,3,3,333,Others
RTL3289,939,1,890.04,1,1,1,111,At Risk
RTL3290,431,3,19651.27,2,4,5,245,At Risk
RTL3291,181,3,21705.31,4,4,5,445,Loyal Customer
RTL3292,473,1,3880.44,2,1,2,212,At Risk
RTL3293,503,3,13088.85,2,4,4,244,At Risk
RTL3294,984,1,939.54,1,1,1,111,At Risk
RTL3295,391,3,7545.34,2,4,3,243,At Risk
RTL3296,519,3,21180.300000000003,2,4,5,245,At Risk
RTL3297,167,1,18274.7,4,1,4,414,Recent Customer
RTL3298,774,1,10756.8,1,1,3,113,At Risk
RTL3299,152,1,8605.68,4,1,3,413,Recent Customer
RTL3300,93,5,38730.66,4,5,5,455,Loyal Customer
RTL3302,629,1,8000.62,1,1,3,113,At Risk
RTL3303,311,3,19578.18,3,4,5,345,Others
RTL3304,420,3,3828.5,2,4,2,242,At Risk
RTL3305,144,7,31578.46,4,5,5,455,Loyal Customer
RTL3306,433,3,20086.64,2,4,5,245,At Risk
RTL3307,220,4,21986.3,3,5,5,355,Others
RTL3308,45,3,8469.2,5,4,3,543,Loyal Customer
RTL3309,341,1,3681.84,2,1,2,212,At Risk
RTL3311,4,3,7735.4,5,4,3,543,Loyal Customer
RTL3312,772,1,5785.12,1,1,2,112,At Risk
RTL3313,87,5,6175.26,5,5,3,553,Loyal Customer
RTL3314,253,3,19752.48,3,4,5,345,Others
RTL3315,372,1,2375.44,2,1,1,211,At Risk
RTL3316,323,1,1209.39,3,1,1,311,Others
RTL3317,20,3,8699.01,5,4,3,543,Loyal Customer
RTL3318,517,1,9866.02,2,1,3,213,At Risk
RTL3319,356,2,6552.55,2,3,3,233,At Risk
RTL3322,231,2,15033.09,3,3,4,334,Others
RTL3323,419,1,532978.0,2,1,5,215,At Risk
RTL3324,112,4,22945.22,4,5,5,455,Loyal Customer
RTL3325,172,2,3176.35,4,3,2,432,Recent Customer
RTL3326,500,3,7884.5199999999995,2,4,3,243,At Risk
RTL3327,563,2,15566.61,1,3,4,134,At Risk
RTL3328,111,1,2082.54,4,1,1,411,Recent Customer
RTL3329,865,1,941.29,1,1,1,111,At Risk
RTL3330,114,3,5752.68,4,4,2,442,Loyal Customer
RTL3331,451,5,31548.95,2,5,5,255,At Risk
RTL3333,262,2,5615.29,3,3,2,332,Others
RTL3334,732,1,3942.38,1,1,2,112,At Risk
RTL3335,198,3,14480.7,3,4,4,344,Others
RTL3336,455,1,3530.96,2,1,2,212,At Risk
RTL3337,211,1,4181.52,3,1,2,312,Others
RTL3339,659,1,10089.2,1,1,3,113,At Risk
RTL3340,102,2,12941.48,4,3,4,434,Recent Customer
RTL3341,19,3,451046.55,5,4,5,545,Loyal Customer
RTL3342,315,1,1168.75,3,1,1,311,Others
RTL3343,90,2,3513.32,4,3,2,432,Recent Customer
RTL3344,6,4,3647.4700000000003,5,5,2,552,Loyal Customer
RTL3345,420,1,4009.2,2,1,2,212,At Risk
RTL3346,492,3,3791.84,2,4,2,242,At Risk
RTL3349,737,2,9659.880000000001,1,3,3,133,At Risk
RTL3350,15,4,20168.879999999997,5,5,5,555,Champion
RTL3352,329,5,14057.98,3,5,4,354,Others
RTL3353,398,3,19335.47,2,4,5,245,At Risk
RTL3355,28,4,9900.699999999999,5,5,3,553,Loyal Customer
RTL3356,976,1,5959.64,1,1,2,112,At Risk
RTL3357,116,3,5679.23,4,4,2,442,Loyal Customer
RTL3358,401,4,12167.06,2,5,4,254,At Risk
RTL3360,226,5,24666.98,3,5,5,355,Others
RTL3361,36,2,4344.37,5,3,2,532,Recent Customer
RTL3362,331,5,15798.09,3,5,4,354,Others
RTL3363,373,5,10163.640000000001,2,5,3,253,At Risk
RTL3364,168,3,19719.81,4,4,5,445,Loyal Customer
RTL3365,200,1,7802.3,3,1,3,313,Others
RTL3366,409,2,5143.26,2,3,2,232,At Risk
RTL3367,268,2,1528.62,3,3,1,331,Others
RTL3368,358,1,916.89,2,1,1,211,At Risk
RTL3369,85,3,8748.07,5,4,3,543,Loyal Customer
RTL3370,82,2,14066.06,5,3,4,534,Recent Customer
RTL3371,280,3,9258.2,3,4,3,343,Others
RTL3372,22,4,50066.630000000005,5,5,5,555,Champion
RTL3373,147,3,4606.639999999999,4,4,2,442,Loyal Customer
RTL3374,374,2,2986.36,2,3,2,232,At Risk
RTL3375,482,1,2921.79,2,1,2,212,At Risk
RTL3376,51,2,15733.72,5,3,4,534,Recent Customer
RTL3377,121,3,10245.08,4,4,3,443,Loyal Customer
RTL3378,782,2,14908.3,1,3,4,134,At Risk
RTL3379,29,4,8316.82,5,5,3,553,Loyal Customer
RTL3380,31,1,2529.41,5,1,2,512,Recent Customer
RTL3381,581,3,1151290.22,1,4,5,145,At Risk
RTL3382,537,2,14817.84,2,3,4,234,At Risk
RTL3383,688,1,6736.16,1,1,3,113,At Risk
RTL3384,289,2,9650.93,3,3,3,333,Others
RTL3385,1013,1,1317.38,1,1,1,111,At Risk
RTL3386,15,3,410161.23,5,4,5,545,Loyal Customer
RTL3387,85,4,15793.45,5,5,4,554,Loyal Customer
RTL3389,175,2,2947.1800000000003,4,3,2,432,Recent Customer
RTL3390,855,2,5953.18,1,3,2,132,At Risk
RTL3391,98,3,21478.260000000002,4,4,5,445,Loyal Customer
RTL3393,46,2,961.34,5,3,1,531,Recent Customer
RTL3394,654,3,1053.32,1,4,1,141,At Risk
RTL3396,763,1,110.87,1,1,1,111,At Risk
RTL3398,196,2,1126.97,3,3,1,331,Others
RTL3400,278,2,34630.42,3,3,5,335,Others
RTL3401,438,3,12847.619999999999,2,4,4,244,At Risk
RTL3403,11,1,453.7,5,1,1,511,Recent Customer
RTL3404,669,1,3465.93,1,1,2,112,At Risk
RTL3405,66,1,264.01,5,1,1,511,Recent Customer
RTL3406,846,2,11984.990000000002,1,3,4,134,At Risk
RTL3407,710,1,530.56,1,1,1,111,At Risk
RTL3409,345,3,12970.43,2,4,4,244,At Risk
RTL3410,42,2,4268.07,5,3,2,532,Recent Customer
RTL3411,419,2,3327.3,2,3,2,232,At Risk
RTL3412,192,1,11164.9,4,1,4,414,Recent Customer
RTL3413,262,4,15528.11,3,5,4,354,Others
RTL3414,317,4,536870.8,3,5,5,355,Others
RTL3415,761,1,1235.82,1,1,1,111,At Risk
RTL3417,81,2,23329.39,5,3,5,535,Recent Customer
RTL3418,472,2,16808.56,2,3,4,234,At Risk
RTL3419,69,3,991757.1,5,4,5,545,Loyal Customer
RTL3420,78,3,4773.25,5,4,2,542,Loyal Customer
RTL3421,530,2,8415.72,2,3,3,233,At Risk
RTL3422,58,3,14127.69,5,4,4,544,Loyal Customer
RTL3423,12,2,4188.73,5,3,2,532,Recent Customer
RTL3424,83,2,3923.3399999999997,5,3,2,532,Recent Customer
RTL3425,604,3,16457.309999999998,1,4,4,144,At Risk
RTL3426,127,4,37574.82,4,5,5,455,Loyal Customer
RTL3427,45,6,12854.94,5,5,4,554,Loyal Customer
RTL3428,899,1,1340.7,1,1,1,111,At Risk
RTL3429,64,5,5638.78,5,5,2,552,Loyal Customer
RTL3430,10,4,13001.54,5,5,4,554,Loyal Customer
RTL3431,81,1,12713.9,5,1,4,514,Recent Customer
RTL3433,534,1,543.54,2,1,1,211,At Risk
RTL3434,957,1,915.25,1,1,1,111,At Risk
RTL3435,476,1,2695.45,2,1,2,212,At Risk
RTL3436,291,2,519.2,3,3,1,331,Others
RTL3437,372,1,278.53,2,1,1,211,At Risk
RTL3438,249,2,8669.369999999999,3,3,3,333,Others
RTL3440,20,3,11613.05,5,4,4,544,Loyal Customer
RTL3441,927,1,1568.77,1,1,1,111,At Risk
RTL3442,45,2,766.92,5,3,1,531,Recent Customer
RTL3443,133,4,17585.53,4,5,4,454,Loyal Customer
RTL3444,51,3,12099.66,5,4,4,544,Loyal Customer
RTL3445,278,4,16164.37,3,5,4,354,Others
RTL3447,34,4,27470.88,5,5,5,555,Champion
RTL3448,62,1,3954.86,5,1,2,512,Recent Customer
RTL3449,1019,1,232.37,1,1,1,111,At Risk
RTL3450,162,4,18453.75,4,5,4,454,Loyal Customer
RTL3452,115,4,31327.36,4,5,5,455,Loyal Customer
RTL3453,449,1,7688.54,2,1,3,213,At Risk
RTL3454,87,5,24502.699999999997,5,5,5,555,Champion
RTL3455,557,3,9557.66,1,4,3,143,At Risk
RTL3456,580,1,450.99,1,1,1,111,At Risk
RTL3457,35,4,10683.939999999999,5,5,3,553,Loyal Customer
RTL3458,446,1,7799.8,2,1,3,213,At Risk
RTL3459,233,3,5247.04,3,4,2,342,Others
RTL3460,872,2,8966.11,1,3,3,133,At Risk
RTL3461,151,2,24155.589999999997,4,3,5,435,Recent Customer
RTL3462,964,1,2357.28,1,1,1,111,At Risk
RTL3463,838,1,1183.68,1,1,1,111,At Risk
RTL3464,595,2,3205.65,1,3,2,132,At Risk
RTL3465,10,5,33372.15,5,5,5,555,Champion
RTL3466,781,1,576.1,1,1,1,111,At Risk
RTL3467,46,3,14110.91,5,4,4,544,Loyal Customer
RTL3468,502,1,3272.72,2,1,2,212,At Risk
RTL3469,449,2,6129.66,2,3,3,233,At Risk
RTL3470,207,3,4231.58,3,4,2,342,Others
RTL3471,779,2,15472.310000000001,1,3,4,134,At Risk
RTL3472,298,1,855.2,3,1,1,311,Others
RTL3473,217,2,6539.400000000001,3,3,3,333,Others
RTL3474,451,3,3011.2999999999997,2,4,2,242,At Risk
RTL3475,296,4,9709.11,3,5,3,353,Others
RTL3476,186,2,4169.280000000001,4,3,2,432,Recent Customer
RTL3478,192,3,15219.56,4,4,4,444,Loyal Customer
RTL3479,507,3,6600.83,2,4,3,243,At Risk
RTL3480,156,2,6130.34,4,3,3,433,Recent Customer
RTL3482,123,2,7893.07,4,3,3,433,Recent Customer
RTL3483,138,5,12966.76,4,5,4,454,Loyal Customer
RTL3485,14,2,15798.34,5,3,4,534,Recent Customer
RTL3486,5,4,21729.27,5,5,5,555,Champion
RTL3487,515,1,3092.96,2,1,2,212,At Risk
RTL3488,39,2,5282.95,5,3,2,532,Recent Customer
RTL3489,216,2,283.89,3,3,1,331,Others
RTL3491,195,3,24428.16,3,4,5,345,Others
RTL3492,135,2,2342.1800000000003,4,3,1,431,Recent Customer
RTL3493,572,2,13672.18,1,3,4,134,At Risk
RTL3494,352,3,15279.62,2,4,4,244,At Risk
RTL3495,98,1,452.2,4,1,1,411,Recent Customer
RTL3498,106,3,1413622.14,4,4,5,445,Loyal Customer
RTL3499,35,3,26182.7,5,4,5,545,Loyal Customer
RTL3500,186,3,6673.8099999999995,4,4,3,443,Loyal Customer
RTL3501,63,4,2306.87,5,5,1,551,Loyal Customer
RTL3502,364,3,8253.28,2,4,3,243,At Risk
RTL3503,262,2,6617.5599999999995,3,3,3,333,Others
RTL3504,140,3,5649.34,4,4,2,442,Loyal Customer
RTL3505,281,2,2287.6,3,3,1,331,Others
RTL3506,926,1,1967.3,1,1,1,111,At Risk
RTL3507,52,3,3022.29,5,4,2,542,Loyal Customer
RTL3508,1006,1,737.21,1,1,1,111,At Risk
RTL3509,621,1,272.96,1,1,1,111,At Risk
RTL3511,610,2,18273.079999999998,1,3,4,134,At Risk
RTL3512,238,6,17657.02,3,5,4,354,Others
RTL3513,85,4,32061.68,5,5,5,555,Champion
RTL3515,129,2,42617.659999999996,4,3,5,435,Recent Customer
RTL3516,58,3,24090.11,5,4,5,545,Loyal Customer
RTL3517,298,2,6672.66,3,3,3,333,Others
RTL3518,64,3,25143.469999999998,5,4,5,545,Loyal Customer
RTL3519,119,4,24890.18,4,5,5,455,Loyal Customer
RTL3520,606,1,18.0,1,1,1,111,At Risk
RTL3521,33,1,3888.84,5,1,2,512,Recent Customer
RTL3522,22,2,14770.869999999999,5,3,4,534,Recent Customer
RTL3523,141,5,36055.77,4,5,5,455,Loyal Customer
RTL3524,584,2,10900.56,1,3,3,133,At Risk
RTL3525,223,1,576.9,3,1,1,311,Others
RTL3526,268,2,1970.1,3,3,1,331,Others
RTL3527,119,2,13383.970000000001,4,3,4,434,Recent Customer
RTL3528,383,1,9314.37,2,1,3,213,At Risk
RTL3529,84,2,12907.38,5,3,4,534,Recent Customer
RTL3530,453,1,1038.19,2,1,1,211,At Risk
RTL3531,135,4,44423.72,4,5,5,455,Loyal Customer
RTL3532,636,1,46.91,1,1,1,111,At Risk
RTL3533,29,5,15117.06,5,5,4,554,Loyal Customer
RTL3534,197,2,1338.35,3,3,1,331,Others
RTL3535,32,3,11085.460000000001,5,4,4,544,Loyal Customer
RTL3536,586,1,65.09,1,1,1,111,At Risk
RTL3537,903,1,1751.52,1,1,1,111,At Risk
RTL3538,1,5,148511.45,5,5,5,555,Champion
RTL3539,261,1,8163.0,3,1,3,313,Others
RTL3540,178,2,32161.19,4,3,5,435,Recent Customer
RTL3541,581,2,8899.92,1,3,3,133,At Risk
RTL3542,64,2,7008.06,5,3,3,533,Recent Customer
RTL3543,684,2,8030.969999999999,1,3,3,133,At Risk
RTL3544,365,2,7381.34,2,3,3,233,At Risk
RTL3546,178,4,9269.27,4,5,3,453,Loyal Customer
RTL3547,503,1,2594.94,2,1,2,212,At Risk
RTL3548,320,3,12811.509999999998,3,4,4,344,Others
RTL3549,51,3,7551.7,5,4,3,543,Loyal Customer
RTL3550,23,2,14600.51,5,3,4,534,Recent Customer
RTL3551,197,6,38552.01,3,5,5,355,Others
RTL3552,241,2,3285.9700000000003,3,3,2,332,Others
RTL3553,176,1,1945.43,4,1,1,411,Recent Customer
RTL3554,48,5,30578.989999999998,5,5,5,555,Champion
RTL3555,176,2,27771.2,4,3,5,435,Recent Customer
RTL3556,83,4,12419.300000000001,5,5,4,554,Loyal Customer
RTL3557,588,2,10480.83,1,3,3,133,At Risk
RTL3558,11,2,16156.08,5,3,4,534,Recent Customer
RTL3559,341,6,20388.88,2,5,5,255,At Risk
RTL3560,43,4,23470.39,5,5,5,555,Champion
RTL3561,129,3,14178.7,4,4,4,444,Loyal Customer
RTL3562,306,1,11660.1,3,1,4,314,Others
RTL3563,493,3,10160.34,2,4,3,243,At Risk
RTL3564,20,2,2436.95,5,3,2,532,Recent Customer
RTL3566,248,3,3661.02,3,4,2,342,Others
RTL3567,438,2,6725.92,2,3,3,233,At Risk
RTL3568,915,2,567.97,1,3,1,131,At Risk
RTL3569,283,1,1132.32,3,1,1,311,Others
RTL3570,50,3,16908.13,5,4,4,544,Loyal Customer
RTL3571,437,2,17221.670000000002,2,3,4,234,At Risk
RTL3572,26,4,24985.77,5,5,5,555,Champion
RTL3573,122,3,13452.18,4,4,4,444,Loyal Customer
RTL3574,406,3,7303.21,2,4,3,243,At Risk
RTL3575,563,2,6757.18,1,3,3,133,At Risk
RTL3576,398,1,743.09,2,1,1,211,At Risk
RTL3577,268,2,1830431.29,3,3,5,335,Others
RTL3578,267,3,9100.66,3,4,3,343,Others
RTL3579,401,3,597563.65,2,4,5,245,At Risk
RTL3580,379,3,10983.710000000001,2,4,4,244,At Risk
RTL3582,491,1,57.55,2,1,1,211,At Risk
RTL3584,207,6,35599.63,3,5,5,355,Others
RTL3585,4,2,2550.48,5,3,2,532,Recent Customer
RTL3586,408,4,20409.88,2,5,5,255,At Risk
RTL3587,50,1,59.88,5,1,1,511,Recent Customer
RTL3588,12,5,165548.15,5,5,5,555,Champion
RTL3589,17,4,9511.079999999998,5,5,3,553,Loyal Customer
RTL3590,283,2,7508.639999999999,3,3,3,333,Others
RTL3591,271,3,7548.81,3,4,3,343,Others
RTL3592,542,1,1083.75,2,1,1,211,At Risk
RTL3593,407,2,22142.06,2,3,5,235,At Risk
RTL3594,194,3,17626.41,3,4,4,344,Others
RTL3595,697,2,8365.19,1,3,3,133,At Risk
RTL3597,50,2,1051399.37,5,3,5,535,Recent Customer
RTL3598,139,4,106873.72,4,5,5,455,Loyal Customer
RTL3599,242,5,16525.739999999998,3,5,4,354,Others
RTL3600,249,2,8327.65,3,3,3,333,Others
RTL3601,512,2,9717.150000000001,2,3,3,233,At Risk
RTL3602,362,2,12645.64,2,3,4,234,At Risk
RTL3604,16,4,30173.67,5,5,5,555,Champion
RTL3605,381,2,2942.97,2,3,2,232,At Risk
RTL3606,352,2,6692.41,2,3,3,233,At Risk
RTL3607,555,2,321.15999999999997,1,3,1,131,At Risk
RTL3608,836,1,10893.4,1,1,3,113,At Risk
RTL3609,213,2,2367.4,3,3,1,331,Others
RTL3610,221,3,6004.89,3,4,2,342,Others
RTL3611,400,1,3395.52,2,1,2,212,At Risk
RTL3612,119,2,11820.51,4,3,4,434,Recent Customer
RTL3613,151,1,4524.86,4,1,2,412,Recent Customer
RTL3614,508,2,122.03,2,3,1,231,At Risk
RTL3615,782,1,8998.92,1,1,3,113,At Risk
RTL3616,64,2,6743.95,5,3,3,533,Recent Customer
RTL3617,101,3,4354.37,4,4,2,442,Loyal Customer
RTL3618,513,2,256.57,2,3,1,231,At Risk
RTL3619,745,2,7374.01,1,3,3,133,At Risk
RTL3620,13,2,5421.160000000001,5,3,2,532,Recent Customer
RTL3621,517,3,30385.129999999997,2,4,5,245,At Risk
RTL3622,693,1,1428.76,1,1,1,111,At Risk
RTL3624,615,1,3432.86,1,1,2,112,At Risk
RTL3625,547,3,15251.93,2,4,4,244,At Risk
RTL3628,540,4,22635.55,2,5,5,255,At Risk
RTL3629,192,2,5191.860000000001,4,3,2,432,Recent Customer
RTL3631,239,5,12585.52,3,5,4,354,Others
RTL3632,9,5,3222.66,5,5,2,552,Loyal Customer
RTL3633,1011,1,5939.73,1,1,2,112,At Risk
RTL3634,593,4,10002.74,1,5,3,153,At Risk
RTL3635,886,1,1110.99,1,1,1,111,At Risk
RTL3636,312,4,16565.73,3,5,4,354,Others
RTL3637,654,1,7376.16,1,1,3,113,At Risk
RTL3638,346,4,9994.98,2,5,3,253,At Risk
RTL3639,132,1,11641.9,4,1,4,414,Recent Customer
RTL3640,98,2,15583.65,4,3,4,434,Recent Customer
RTL3641,691,1,4359.68,1,1,2,112,At Risk
RTL3642,746,1,426.36,1,1,1,111,At Risk
RTL3644,111,3,6537.11,4,4,3,443,Loyal Customer
RTL3645,205,2,17283.73,3,3,4,334,Others
RTL3646,654,1,2855.4,1,1,2,112,At Risk
RTL3647,40,4,68873.27,5,5,5,555,Champion
RTL3648,816,2,9650.32,1,3,3,133,At Risk
RTL3650,755,1,2044.95,1,1,1,111,At Risk
RTL3651,96,2,6134.240000000001,4,3,3,433,Recent Customer
RTL3652,112,5,17057.18,4,5,4,454,Loyal Customer
RTL3653,215,4,25493.92,3,5,5,355,Others
RTL3654,474,1,3448.75,2,1,2,212,At Risk
RTL3655,452,2,787168.77,2,3,5,235,At Risk
RTL3656,582,1,6112.43,1,1,3,113,At Risk
RTL3657,461,4,13731.07,2,5,4,254,At Risk
RTL3658,13,7,20725.010000000002,5,5,5,555,Champion
RTL3660,837,2,27948.34,1,3,5,135,At Risk
RTL3661,57,3,9221.08,5,4,3,543,Loyal Customer
RTL3662,238,7,51719.83,3,5,5,355,Others
RTL3663,391,3,1534.84,2,4,1,241,At Risk
RTL3665,66,4,23981.18,5,5,5,555,Champion
RTL3666,86,2,558818.9,5,3,5,535,Recent Customer
RTL3667,234,1,3838.4,3,1,2,312,Others
RTL3669,369,1,269191.0,2,1,5,215,At Risk
RTL3670,952,2,7923.650000000001,1,3,3,133,At Risk
RTL3672,297,1,1275.26,3,1,1,311,Others
RTL3673,6,3,19799.96,5,4,5,545,Loyal Customer
RTL3674,310,3,11829.76,3,4,4,344,Others
RTL3675,943,1,1909.44,1,1,1,111,At Risk
RTL3676,608,2,8149.68,1,3,3,133,At Risk
RTL3677,962,1,2394.68,1,1,1,111,At Risk
RTL3678,147,5,12455.07,4,5,4,454,Loyal Customer
RTL3680,484,3,15025.36,2,4,4,244,At Risk
